,month,max_extreme,min_extreme
1,1,32.389301560530974,2.4924464924773364
2,2,33.04452447486365,3.6974528836877996
3,3,41.9450400323962,6.801965477981373
4,4,45.73010176159375,11.279694132487437
5,5,46.870173360909334,15.887691535726496
6,6,46.642895030187745,19.99083134909414
7,7,45.04978892533422,21.83653320929261
8,8,45.26055254919551,23.921984670039027
9,9,45.84877509510946,21.245301055182004
10,10,44.58552877722925,14.281753812937797
11,11,37.821099844153665,6.563535139593933
12,12,33.935783021649854,4.47764196320216
