,month,max_extreme,min_extreme
1,1,10.41540948081346,-19.929818509880153
2,2,17.56692483930176,-19.546436161640482
3,3,22.95403633081041,-12.355864159009686
4,4,30.065865771749667,-8.052340065589064
5,5,33.92321321728468,-1.2280807234396889
6,6,40.72376360553023,5.725835733743308
7,7,38.88051506549603,13.120233146575268
8,8,39.13179731982156,10.319788940617647
9,9,38.14748523366714,3.4149660961420665
10,10,33.807654134589214,-6.9001011404995305
11,11,22.987947044802453,-12.904293867489084
12,12,13.73815380076917,-17.509423849825904
