,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
252,2020-09-09,10.384360000000015,0.2921400000000176,40.00000000000114,-110.00000000000988,False,True,False,True
253,2020-09-10,10.057640000000047,3.234800000000007,40.00000000000114,-110.00000000000988,False,True,False,True
299,2020-10-26,-3.032299999999964,-13.346199999999952,40.00000000000114,-110.00000000000988,False,True,False,True
300,2020-10-27,1.2731600000000185,-9.328219999999988,40.00000000000114,-110.00000000000988,False,True,False,True
597,2021-08-20,22.52603000000005,9.622250000000008,40.00000000000114,-110.00000000000988,False,True,False,True
598,2021-08-21,24.517660000000035,10.299070000000029,40.00000000000114,-110.00000000000988,False,True,False,True
785,2022-02-24,-7.998940000000005,-23.57833999999997,40.00000000000114,-110.00000000000988,False,True,False,True
786,2022-02-25,-5.949159999999949,-22.655509999999964,40.00000000000114,-110.00000000000988,False,True,False,True
787,2022-02-26,-6.198769999999968,-22.770329999999973,40.00000000000114,-110.00000000000988,False,True,False,True
815,2022-03-26,23.670650000000023,3.6719000000000506,40.00000000000114,-110.00000000000988,True,False,True,False
816,2022-03-27,24.42240000000004,4.844629999999995,40.00000000000114,-110.00000000000988,True,False,True,False
817,2022-03-28,23.63485000000003,4.862050000000011,40.00000000000114,-110.00000000000988,True,False,True,False
1080,2022-12-16,-7.326819999999998,-19.084479999999985,40.00000000000114,-110.00000000000988,False,True,False,True
1081,2022-12-17,-8.862769999999955,-21.21542999999997,40.00000000000114,-110.00000000000988,False,True,False,True
1082,2022-12-18,-7.617159999999956,-21.565339999999964,40.00000000000114,-110.00000000000988,False,True,False,True
1083,2022-12-19,-4.118499999999983,-21.40426999999997,40.00000000000114,-110.00000000000988,False,True,False,True
1912,2025-03-27,23.864980000000003,5.162440000000004,40.00000000000114,-110.00000000000988,True,False,True,False
1913,2025-03-28,23.091120000000046,7.302030000000002,40.00000000000114,-110.00000000000988,True,False,True,False
