,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
430,2021-03-06,-30.832069999999987,-35.26022999999998,-79.99999999999889,40.00000000000029,True,False,True,False
431,2021-03-07,-32.60197999999997,-39.86355999999998,-79.99999999999889,40.00000000000029,True,False,True,False
432,2021-03-08,-31.67749999999998,-38.354029999999966,-79.99999999999889,40.00000000000029,True,False,True,False
721,2021-12-22,-22.45080999999999,-28.190789999999964,-79.99999999999889,40.00000000000029,True,False,True,False
722,2021-12-23,-21.187029999999965,-28.72700999999998,-79.99999999999889,40.00000000000029,True,False,True,False
734,2022-01-04,-22.558749999999975,-31.22235999999998,-79.99999999999889,40.00000000000029,True,False,True,False
735,2022-01-05,-21.565399999999983,-26.446859999999987,-79.99999999999889,40.00000000000029,True,False,True,False
1065,2022-12-01,-39.682679999999976,-45.754579999999976,-79.99999999999889,40.00000000000029,False,True,False,True
1066,2022-12-02,-38.41653999999997,-45.77059999999997,-79.99999999999889,40.00000000000029,False,True,False,True
1584,2024-05-03,-39.85000999999997,-42.47895999999997,-79.99999999999889,40.00000000000029,True,False,True,False
1585,2024-05-04,-40.332239999999985,-42.163929999999965,-79.99999999999889,40.00000000000029,True,False,True,False
1586,2024-05-05,-41.16101999999998,-53.20906999999997,-79.99999999999889,40.00000000000029,True,False,True,False
1612,2024-05-31,-40.435389999999984,-46.17671999999999,-79.99999999999889,40.00000000000029,True,False,True,False
1613,2024-06-01,-39.17414999999997,-42.909959999999984,-79.99999999999889,40.00000000000029,True,False,True,False
1677,2024-08-04,-35.25354999999999,-44.23162999999997,-79.99999999999889,40.00000000000029,True,False,True,False
1678,2024-08-05,-33.16379999999998,-35.33595999999997,-79.99999999999889,40.00000000000029,True,False,True,False
1679,2024-08-06,-36.787049999999965,-48.88032999999999,-79.99999999999889,40.00000000000029,True,False,True,False
1680,2024-08-07,-37.28614999999997,-44.839909999999975,-79.99999999999889,40.00000000000029,True,False,True,False
