,month,max_extreme,min_extreme
1,1,-0.8096975579920196,-16.482866410532772
2,2,1.3148180727577792,-32.51522824694437
3,3,-3.3900985535939654,-47.20777682583639
4,4,-1.7461314433704302,-54.63254040333912
5,5,-0.6135050630486489,-53.69932966187456
6,6,0.1395036261918925,-51.37287645444101
7,7,-4.078989845961765,-57.29758677349096
8,8,-0.1568388851744693,-67.80712672824615
9,9,-4.28991949644287,-53.84024104212757
10,10,-6.408176485546454,-38.43673588872403
11,11,-2.4075003710927447,-31.534315314494545
12,12,0.787744575057669,-16.45005769807996
