,month,max_extreme,min_extreme
1,1,38.192092068807746,18.657366900444178
2,2,37.21360846088751,19.522416122520422
3,3,37.50271622582751,19.648103051288786
4,4,37.26079078974083,19.063861953398117
5,5,33.403382233759736,17.836388459065404
6,6,31.342712833375046,16.328823548901102
7,7,31.03685158435089,15.812021591219724
8,8,34.75705461034775,15.183352316070842
9,9,36.87738907694726,16.057870062078212
10,10,38.562056068440306,17.2925981374357
11,11,38.85045957555024,17.893010548442604
12,12,39.38735305182572,18.792523406269183
