,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
336,2020-12-02,-12.43026999999995,-17.682939999999974,-80.99999999999883,-179.90000000000595,False,True,False,True
337,2020-12-03,-13.10293999999999,-17.025199999999984,-80.99999999999883,-179.90000000000595,False,True,False,True
476,2021-04-21,-52.73515999999998,-54.15409999999997,-80.99999999999883,-179.90000000000595,False,True,False,True
477,2021-04-22,-52.47229999999999,-57.79309999999998,-80.99999999999883,-179.90000000000595,False,True,False,True
478,2021-04-23,-58.12146999999999,-60.10377999999997,-80.99999999999883,-179.90000000000595,False,True,False,True
479,2021-04-24,-51.50511999999998,-57.70575999999997,-80.99999999999883,-179.90000000000595,False,True,False,True
480,2021-04-25,-51.47548999999998,-54.63194999999999,-80.99999999999883,-179.90000000000595,False,True,False,True
481,2021-04-26,-43.84224999999998,-54.72757999999999,-80.99999999999883,-179.90000000000595,False,True,False,True
1856,2025-01-30,-13.011629999999968,-17.489499999999964,-80.99999999999883,-179.90000000000595,False,True,False,True
1857,2025-01-31,-15.21169999999995,-17.549669999999963,-80.99999999999883,-179.90000000000595,False,True,False,True
